	FSC-A	FSC-W	FSC-H	SSC-A	SSC-W	SSC-H	CD16-PE	CD14-Pe-Cy5	CD56-PE-Cy7	CD66b-BV421	Zombie	CD45-FITC	Cd27-APC	R780/60-A	IgD-BB700	Time	Well	Plate	Plate_Well	CD45_pos	IgD_pos	IgD_neg	CD27_pos	CD27_neg	CD66b_pos	CD66b_neg	CD16_pos	CD16_neg	CD14_pos	CD14_neg	nBC	NE	CD14pos_mono	CD14neg_mono	unassigned	celltype	Colour
546	122190.3	99001.85	80886.0	119725.92	89664.47	87508.0	1717.8401	1371.2201	74.12	19498.0	536.0	3781.8901	743.2	-23.2	566.37	37371.6	G17	AS-189	AS-189_G17	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
547	116231.4	102666.5	74195.0	100275.33	98885.664	66457.0	1240.42	323.73	-19.62	14667.0	442.0	2780.52	412.80002	192.0	152.25	37599.7	G18	AS-189	AS-189_G18	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
548	121860.0	94147.1	84827.0	100399.74	83869.29	78453.0	809.87	487.23	-25.070002	39409.0	495.0	3293.82	276.80002	68.0	153.12	37830.0	G19	AS-189	AS-189_G19	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
549	127539.0	100472.37	83191.0	103623.09	98259.99	69113.0	1060.5701	870.91003	103.55	35121.0	531.0	2550.84	465.6	4.0	207.06	38042.6	G20	AS-189	AS-189_G20	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
550	119239.195	94993.62	82263.0	108807.42	85520.73	83381.0	1303.64	721.58	21.800001	24019.0	891.0	4595.34	573.60004	40.8	513.3	38257.6	G21	AS-189	AS-189_G21	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
551	118966.5	98304.0	79311.0	87261.0	88559.61	64575.0	1568.51	1516.1901	196.20001	42620.0	457.0	3129.3901	841.60004	156.0	884.79	38499.0	G22	AS-189	AS-189_G22	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
552	114130.8	99848.83	74910.0	126792.06	89051.08	93311.0	900.34	620.21	138.43001	27732.0	674.0	3105.03	736.8	116.0	426.3	38712.0	G23	AS-189	AS-189_G23	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
553	154865.7	106678.42	95139.0	134371.5	96795.586	90977.0	2585.48	1769.0701	231.08	17000.0	542.0	3204.21	640.8	130.40001	1161.45	38935.2	G24	AS-189	AS-189_G24	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
554	151939.8	120529.27	82615.0	148327.17	100555.18	96671.0	1681.87	668.17004	-13.08	17708.0	1193.0	3232.05	1179.2001	76.8	556.8	39183.5	H24	AS-189	AS-189_H24	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
555	113989.5	93784.66	79655.0	128599.05	89201.71	94481.0	870.91003	2200.71	162.41	25257.0	455.0	2938.86	1011.2	-112.8	883.92	39403.9	H23	AS-189	AS-189_H23	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
556	132619.5	104669.69	83036.0	131849.38	99041.555	87245.0	2327.1501	692.15	212.55	22130.0	788.0	3193.77	377.6	52.0	570.72003	39593.2	H22	AS-189	AS-189_H22	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
557	134542.8	111039.15	79408.0	146144.34	103576.47	92470.0	1873.7101	2402.36	200.56001	22911.0	710.0	4831.11	1584.8	340.0	1346.76	39855.7	H21	AS-189	AS-189_H21	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
558	130597.195	109482.81	78175.0	112370.07	97373.83	75629.0	1181.56	2050.29	91.560005	19599.0	670.0	2418.6	1269.6	-60.0	987.45	40071.0	H20	AS-189	AS-189_H20	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
559	138230.1	109660.43	82610.0	129091.47	100337.27	84317.0	892.71	784.80005	-15.26	9253.0	701.0	3002.37	810.4	251.2	1053.57	40263.2	H19	AS-189	AS-189_H19	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
560	165440.7	116660.625	92939.0	109998.45	100527.945	71710.0	1850.8201	192.93001	50.140003	35893.0	1010.0	2751.81	762.4	-52.0	291.45	40466.4	H18	AS-189	AS-189_H18	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
561	144311.39	103530.25	91351.0	121969.65	99266.1	80525.0	1158.67	969.01	93.740005	27730.0	723.0	3641.82	680.8	1.6	663.81	40685.9	H17	AS-189	AS-189_H17	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
562	136971.0	107233.69	83710.0	100531.11	95888.555	68709.0	873.09	864.37006	54.5	20751.0	796.0	3496.53	529.60004	-2.4	655.11	40906.6	H16	AS-189	AS-189_H16	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
563	171675.0	114904.695	97915.0	138938.12	101224.52	89953.0	1355.9601	155.87001	243.07	19732.0	474.0	2907.54	696.8	117.6	502.86002	41152.8	H15	AS-189	AS-189_H15	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
564	133112.7	98690.805	88394.0	126812.07	96089.21	86490.0	1299.28	2804.57	120.990005	21086.0	452.0	3225.96	1361.6	-56.0	1166.67	41354.4	H14	AS-189	AS-189_H14	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
565	152873.1	107917.016	92837.0	131678.84	98070.41	87995.0	1097.63	806.60004	126.44	49795.0	585.0	3438.24	200.0	118.4	548.97003	41583.4	H13	AS-189	AS-189_H13	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
566	132055.2	99615.21	86878.0	127586.37	90011.195	92894.0	1948.92	991.9	113.36	26653.0	431.0	4318.68	502.4	25.6	663.81	41774.9	H12	AS-189	AS-189_H12	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
567	163361.7	110147.04	97198.0	119696.34	97237.234	80673.0	1016.97003	975.55005	162.41	26252.0	776.0	3747.09	524.8	-43.2	1021.38	41990.1	H11	AS-189	AS-189_H11	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
568	138239.1	100704.04	89963.0	121352.82	94977.945	83735.0	2108.06	1728.7401	107.91	6300.0	601.0	3398.22	636.8	-179.2	1100.55	42182.9	H10	AS-189	AS-189_H10	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
569	132344.1	100304.18	86470.0	110644.86	92948.88	78013.0	1133.6	865.46	80.66	22439.0	515.0	2522.1301	277.6	268.0	694.26	42425.0	H9	AS-189	AS-189_H9	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
570	152674.2	110335.414	90684.0	137506.11	96939.59	92961.0	1122.7001	729.21	129.71	18846.0	857.0	3305.1301	668.0	38.4	547.23	42665.0	I9	AS-189	AS-189_I9	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
571	139403.7	103522.46	88251.0	125462.7	94835.39	86701.0	1118.3401	885.08	438.18002	38274.0	932.0	4200.36	828.0	129.6	870.0	42894.4	I8	AS-189	AS-189_I8	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
572	106882.195	90226.34	77634.0	112263.93	82430.44	89255.0	1921.67	1042.04	109.0	24265.0	415.0	3799.29	828.8	-137.6	910.89	43118.2	I7	AS-189	AS-189_I7	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
573	154380.6	112766.086	89721.0	147438.03	105186.08	91861.0	4751.31	1160.85	299.75	16552.0	1402.0	4885.92	414.4	289.6	787.35	43313.7	I6	AS-189	AS-189_I6	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
574	160535.7	114957.04	91520.0	139593.23	101063.64	90521.0	1123.79	603.86005	-3.27	21121.0	839.0	3350.37	436.0	68.0	652.5	43540.7	I5	AS-189	AS-189_I5	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
575	121990.5	105978.02	75438.0	98255.19	92917.16	69301.0	1419.18	601.68	141.7	16289.0	507.0	2185.44	547.2	45.600002	515.91	43736.4	I4	AS-189	AS-189_I4	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
576	150708.6	110016.48	89776.0	125818.53	94824.375	86957.0	2067.73	313.92	203.83	13253.0	900.0	3930.66	235.2	12.0	180.96	43956.2	I3	AS-189	AS-189_I3	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
577	153579.6	108092.055	93115.0	141000.03	98299.836	94004.0	1567.42	1217.53	111.18	11622.0	473.0	3700.98	490.4	88.0	786.48	44195.2	I2	AS-189	AS-189_I2	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
578	151384.5	108793.914	91192.0	112991.25	97650.0	75832.0	1182.65	221.27	-32.7	13278.0	332.0	3171.15	394.4	-140.0	227.07	44393.7	I1	AS-189	AS-189_I1	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
579	121810.5	101252.805	78842.0	147992.22	97016.32	99971.0	2457.9502	1270.9401	83.93	16522.0	871.0	3829.74	636.0	144.0	811.71	44621.6	J1	AS-189	AS-189_J1	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
580	134771.39	105910.16	83395.0	128328.484	95138.37	88399.0	1316.7201	601.68	89.380005	19166.0	685.0	3551.34	193.6	72.0	346.26	44842.8	J2	AS-189	AS-189_J2	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
581	133501.5	106078.65	82478.0	97742.76	96904.36	66103.0	1335.25	977.73004	113.36	24194.0	422.0	3194.6401	740.8	-58.4	499.38	45058.8	J3	AS-189	AS-189_J3	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
582	132519.6	106349.33	81663.0	145784.16	93316.45	102384.0	1684.05	677.98004	127.53001	26207.0	784.0	4639.71	778.4	169.6	535.92	45292.6	J4	AS-189	AS-189_J4	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
583	139450.5	104821.0	87187.0	103106.31	96996.664	69664.0	3087.9702	1663.3401	172.22	12423.0	381.0	2573.46	908.8	-92.8	950.91003	45491.4	J5	AS-189	AS-189_J5	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
584	148972.5	107358.35	90939.0	134436.75	94129.72	93599.0	1507.4701	1032.23	176.58	18822.0	615.0	3847.1401	438.4	81.6	993.54	45709.4	J6	AS-189	AS-189_J6	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
585	133727.39	105555.52	83027.0	108416.79	93170.766	76260.0	1353.78	591.87	16.35	34159.0	623.0	3389.52	452.80002	216.8	472.41	45891.3	J7	AS-189	AS-189_J7	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
586	145081.8	115746.125	82146.0	127766.46	97877.27	85549.0	1226.25	451.26	35.97	25892.0	701.0	3141.57	908.0	-10.400001	419.34	46098.3	J8	AS-189	AS-189_J8	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
587	152127.89	110409.34	90299.0	114108.33	100379.914	74499.0	1384.3	338.99002	102.46001	22772.0	512.0	3224.22	515.2	-93.6	456.75	46308.6	J9	AS-189	AS-189_J9	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
588	158855.39	110200.45	94471.0	155431.6	92848.95	109709.0	941.76	950.48004	296.48	17507.0	801.0	3915.87	656.8	228.8	883.92	46531.4	J10	AS-189	AS-189_J10	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
589	131951.7	101338.125	85334.0	125106.87	92773.04	88377.0	2042.66	997.35004	90.47	46109.0	522.0	4325.64	472.0	132.0	575.94	46719.3	I10	AS-189	AS-189_I10	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
590	145190.7	109140.75	87183.0	98440.5	97936.89	65873.0	1702.5801	839.30005	173.31001	23614.0	393.0	4227.33	562.4	-156.0	758.64	46912.0	I11	AS-189	AS-189_I11	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
591	151675.2	106806.77	93067.0	129824.88	99009.734	85933.0	1861.7201	2006.6901	199.47	9634.0	638.0	4138.59	1327.2001	-28.800001	839.55	47098.1	I12	AS-189	AS-189_I12	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
592	128809.8	95824.73	88095.0	111748.02	88156.56	83074.0	1348.3301	907.97003	156.96	24864.0	650.0	3255.54	924.0	122.4	585.51	47313.3	I13	AS-189	AS-189_I13	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
593	162310.5	113920.16	93374.0	134453.28	99974.25	88138.0	1026.78	1916.2201	116.630005	32574.0	854.0	3337.32	854.4	-181.6	1419.84	47520.7	I14	AS-189	AS-189_I14	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
594	150739.2	107399.76	91982.0	101105.31	99620.195	66513.0	1220.8	1088.91	208.19	66671.0	613.0	3254.67	780.0	128.0	761.25	47737.9	I15	AS-189	AS-189_I15	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
595	125281.8	105002.586	78193.0	115297.62	91695.234	82405.0	1543.4401	1159.76	-16.35	25390.0	526.0	3630.51	520.0	29.6	840.42	47919.3	I16	AS-189	AS-189_I16	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
596	149435.1	110113.42	88939.0	124906.77	103290.69	79251.0	1220.8	733.57	171.13	48335.0	539.0	2965.83	544.8	1.6	588.12	48128.0	I17	AS-189	AS-189_I17	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
597	138434.39	109455.49	82887.0	114133.56	103629.28	72179.0	964.65	367.33002	142.79001	26177.0	430.0	2404.68	429.6	50.4	530.7	48326.5	I18	AS-189	AS-189_I18	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
598	130087.8	106756.09	79859.0	115948.38	100067.08	75937.0	1075.8301	890.53	67.58	20992.0	522.0	2188.92	572.8	148.8	508.08002	48510.1	I19	AS-189	AS-189_I19	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
599	128609.09	97239.51	86678.0	101999.67	86593.22	77196.0	1160.85	1569.6001	103.55	12682.0	450.0	3158.97	424.0	148.0	896.97003	48736.5	I20	AS-189	AS-189_I20	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
600	140733.89	110761.82	83270.0	121809.57	102618.67	77792.0	2594.2002	1660.0701	40.33	24994.0	606.0	3847.1401	429.6	308.0	411.51	48953.6	I21	AS-189	AS-189_I21	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
601	144995.39	105669.305	89926.0	117823.234	97174.3	79462.0	1269.8501	1965.27	243.07	25721.0	503.0	4151.64	1213.6	167.2	1219.74	49146.9	I22	AS-189	AS-189_I22	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
602	125717.4	104638.37	78738.0	104884.59	94747.16	72548.0	1502.02	981.0	116.630005	19586.0	544.0	3238.1401	780.0	-46.4	693.39	49396.9	I23	AS-189	AS-189_I23	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
603	127545.3	106217.78	78695.0	106576.74	98859.39	70652.0	1793.05	432.73	85.020004	24625.0	832.0	2502.12	887.2	148.8	842.16003	49623.9	I24	AS-189	AS-189_I24	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
604	139077.0	105270.734	86582.0	131755.4	102663.54	84107.0	1360.3201	614.76	59.95	17831.0	525.0	2338.56	811.2	74.4	354.09	49820.3	J24	AS-189	AS-189_J24	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
605	131369.39	101884.266	84502.0	116938.44	94824.02	80820.0	1660.0701	2160.3801	117.72	22829.0	425.0	3724.47	807.2	-10.400001	809.1	50060.1	J23	AS-189	AS-189_J23	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
606	126218.695	102830.22	80442.0	141487.23	94442.99	98181.0	1770.16	560.26	11.990001	24738.0	807.0	2769.21	471.2	-1.6	331.47	50256.2	J22	AS-189	AS-189_J22	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
607	123962.4	101795.59	79807.0	103936.29	93508.984	72844.0	1907.5	1836.65	56.68	24200.0	545.0	2479.5	1012.0	130.40001	1041.39	50467.4	J21	AS-189	AS-189_J21	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
608	128639.695	101761.48	82846.0	113745.54	92739.836	80380.0	1806.13	555.9	71.94	22917.0	598.0	3175.5	432.0	243.2	473.28	50700.1	J20	AS-189	AS-189_J20	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
609	142303.5	111051.59	83979.0	119698.08	98162.19	79914.0	1100.9	931.95	196.20001	32618.0	476.0	2456.01	446.4	143.2	808.23	50890.4	J19	AS-189	AS-189_J19	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
610	157242.6	114082.266	90330.0	126498.87	97338.586	85169.0	870.91003	1133.6	94.83	9574.0	421.0	2159.34	558.4	-45.600002	885.66003	51082.3	J18	AS-189	AS-189_J18	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
611	146089.8	119059.14	80415.0	121205.79	103517.91	76734.0	2335.87	728.12	228.90001	30691.0	1064.0	3143.31	559.2	72.0	836.07	51311.7	J17	AS-189	AS-189_J17	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
612	153808.2	111841.9	90127.0	122517.75	100879.766	79593.0	2084.08	461.07	10.900001	34027.0	785.0	4318.68	576.8	-84.0	584.64	51502.3	J16	AS-189	AS-189_J16	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
613	153197.1	118009.85	85077.0	140100.45	105987.87	86629.0	3065.08	1093.27	244.16	33777.0	1093.0	3546.12	933.60004	248.0	1145.79	51733.8	J15	AS-189	AS-189_J15	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
614	117922.5	104852.73	73705.0	123671.37	103601.164	78232.0	1006.07	585.33	56.68	26780.0	613.0	3047.61	220.8	-115.200005	409.77	51941.6	J14	AS-189	AS-189_J14	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
615	123738.3	100092.74	81018.0	111769.77	86945.01	84248.0	1313.4501	1494.39	196.20001	6052.0	707.0	3067.62	977.60004	219.2	548.97003	52187.4	J13	AS-189	AS-189_J13	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
616	145765.8	108716.375	87870.0	142102.33	96734.45	96272.0	1230.61	1443.16	225.63	34803.0	858.0	3489.57	1825.6	119.200005	1106.64	52424.7	J12	AS-189	AS-189_J12	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
617	147133.8	111574.016	86423.0	148696.92	98668.57	98765.0	857.83	1580.5	120.990005	9721.0	836.0	2327.25	435.2	63.2	896.1	52647.2	J11	AS-189	AS-189_J11	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
618	144838.8	108401.25	87565.0	128130.99	96987.68	86580.0	976.64	621.30005	76.3	26176.0	950.0	2697.0	597.60004	263.2	789.96	52868.3	K11	AS-189	AS-189_K11	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
619	163605.6	112270.49	95502.0	117852.81	95257.85	81081.0	1421.36	142.79001	6.54	14484.0	715.0	2777.04	352.0	-10.400001	568.11	53051.8	K10	AS-189	AS-189_K10	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
620	123481.8	95739.81	84526.0	100718.164	85267.8	77411.0	992.99005	358.61002	19.62	25452.0	471.0	2327.25	213.6	32.0	-72.21	53271.3	K9	AS-189	AS-189_K9	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
621	150823.8	107477.56	91967.0	117142.89	98472.04	77962.0	1149.9501	182.03	68.670006	6874.0	562.0	3203.34	275.2	55.2	509.82	53493.2	K8	AS-189	AS-189_K8	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
622	142266.6	105103.016	88709.0	113204.4	98782.54	75104.0	2239.95	1140.14	61.04	22491.0	588.0	4932.9	745.60004	-152.8	631.62	53679.4	K7	AS-189	AS-189_K7	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
623	130041.0	101099.3	84297.0	119444.914	97116.05	80604.0	1090.0	427.28	75.21	20631.0	460.0	3413.8801	808.8	192.0	220.11	53898.3	K6	AS-189	AS-189_K6	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
624	140513.39	109357.73	84207.0	124245.57	98574.6	82603.0	3452.03	1071.4701	10.900001	13902.0	834.0	3488.7	352.80002	161.6	952.65	54131.9	K5	AS-189	AS-189_K5	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
625	149359.5	105963.99	92375.0	124653.6	93535.516	87339.0	1229.52	1741.8201	101.37	15301.0	824.0	3566.1301	1067.2001	-54.4	683.82	54322.5	K4	AS-189	AS-189_K4	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
626	169347.6	112274.8	98850.0	133210.92	105895.266	82441.0	1216.4401	986.45	374.96002	39376.0	853.0	5501.0103	980.0	427.2	988.32	54585.9	K3	AS-189	AS-189_K3	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
627	133100.1	105193.42	82922.0	127148.76	102285.875	81466.0	924.32	610.4	67.58	20954.0	460.0	3057.18	612.0	111.200005	540.27	54817.1	K2	AS-189	AS-189_K2	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
628	126027.9	101579.94	81309.0	107805.18	91342.0	77348.0	1035.5	825.13	59.95	22064.0	680.0	2401.2	815.2	-31.2	698.61	55052.0	K1	AS-189	AS-189_K1	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
629	145029.6	102116.1	93077.0	110485.65	97815.42	74025.0	1052.9401	963.56006	107.91	14633.0	668.0	2775.3	476.80002	337.6	649.89	55266.5	L1	AS-189	AS-189_L1	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
630	143612.1	104596.06	89982.0	119222.19	92622.37	84357.0	1468.2301	188.57	102.46001	14703.0	433.0	1888.77	139.2	-59.2	279.27	55461.0	L2	AS-189	AS-189_L2	True	False	True	False	True	True	False	True	False	False	True	False	True	False	False	False	NE	(0.9677975592919913, 0.44127456009157356, 0.5358103155058701)
